canonical_id,current_registered_name,category,category_name,group,scope,current_operational_status,voting_status,current_scientific_disposition,actual_computation_currently_implemented,canonical_method_required,primary_remediation_type,secondary_remediation_types,exact_missing_evidence,exact_missing_data_structure,existing_source_document_availability,existing_structured_fields_available,new_document_or_form_needed,new_structured_form_needed,new_database_or_data_contract_structure_needed,historical_series_needed,external_or_reference_dataset_needed,regulatory_authority_needed,calibration_needed,empirical_validation_needed,lineage_or_qualification_requirement,canonical_implementation_work,truthful_rename_candidate,redundancy_candidate,research_only_candidate,owner_decision_required,proposed_operational_destination,supply_mechanism,proposed_artifact,corpus_status,parsimony_class,work_package,priority,recommended_future_run,secondary_future_runs,authority_source,notes
B3.1,ABM Governance Layer,B3,Regulatory & Authority Thresholds,B,project,ADVISORY_ONLY,non-voting,CORRECT_PROXY_ONLY,Action boundary and authority matrix: maps the decision layer state to the action to take and the authority that may take it,"agent-based modelling: agents with decision rules, an interaction structure and time steps",DATA,METHOD LINEAGE VALIDATE PARSIMONY,agent types with attributes; a decision rule per agent type; an interaction or network structure between agents; an environment state the agents read and write; a time-step definition; and initialisation and replication policy,Agent / Resource Definition,"7 supported document type(s) currently reach this module: commissioning_report, correspondence_notice, field_report, inspection_report, oac_minutes, risk_register, submittal_register",docRiskScore,Agent and Resource Definition Set,Agent and Resource Definition Set,Agent / Resource Definition,,,no,"no tunable value: the module carries no threshold, weight or boundary of its own. Calibration status: NOT_APPLICABLE.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",no lineage declaration is carried; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,"Implement the canonical structure once the evidence exists: agents with decision rules, an interaction structure and time steps. The mapping itself is sound and is not changed; what is absent is everything that would make it agent based. Until then the truthful method label is what the interface, export and methods documentation publish.",Action boundary and authority matrix,no,no,"yes: the served participant surface is frozen and checksummed and the study is mid-sequence, so a rename on the participant surface is an instrument decision for the owner, not a remediation.","advisory, non-voting, on the signal ledger with its published claim limit",NEW_STRUCTURED_FORM,Agent and Resource Definition Set,ABSENT,RENAME,PKG-CAT9,P0,Run 31,Run 33,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,"The mapping from decision-layer state to action and authority is sound and is what the platform actually needs; nothing about it is agent based. It ALSO declares raw cpi, spi and docRiskScore as required inputs, which specification section 18 forbids in those words, and that is the P0 rather than the naming."
B3.2,FAR Threshold Monitor,B3,Regulatory & Authority Thresholds,B,project,ADVISORY_ONLY,non-voting,METHOD_PASS_CALIBRATION_PENDING,As registered; no proxy qualifier and no truthful-method relabel is carried.,"a Federal Acquisition Regulation threshold determination at a stated part, version and applicability",DATA,LINEAGE REG CAL VALIDATE,the issuing authority; the instrument identifier and its clause or section; the version and its effective date; the jurisdiction; an applicability predicate stating which projects the rule binds; the numeric level the instrument itself states (rather than one chosen here); and an evidence object recording which document proved the condition and where in it,Regulatory Applicability Record,"5 supported document type(s) currently reach this module: change_order, contract_value, monthly_report, pay_application, schedule_of_values","ac, bac, ev",Regulatory Applicability Record,,Regulatory Applicability Record,,,yes: Regulatory Applicability Record,"internal review levels and a band ladder [UNSUPPORTED]. No calibration set exists in this repository: no labelled corpus of project outcomes and no expert reference standard, so no boundary can be fitted or tested.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",lineage declared as SAME_SOURCE_TRANSFORM; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,"The shipped arithmetic performs what its name says; the work is the evidence supply above plus the band calibration, not a re-implementation.",,no,no,no,"advisory, non-voting, on the signal ledger with its published claim limit",NEW_PROJECT_DATA_OBJECT,Regulatory Applicability Record,ABSENT,KEEP_AND_SUPPLY,PKG-REG,P1,Run 31,Run 33,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,Run 20 Cycle 2 already removed one false attribution of a FAR part to an internally chosen level in B4.3. The same exposure exists wherever a regulation is named beside a number the regulation does not state.
B3.3,OMB A-11 Check,B3,Regulatory & Authority Thresholds,B,project,ADVISORY_ONLY,non-voting,METHOD_PASS_CALIBRATION_PENDING,As registered; no proxy qualifier and no truthful-method relabel is carried.,an OMB Circular A-11 reporting determination at a stated version and applicability,DATA,LINEAGE REG CAL VALIDATE,the issuing authority; the instrument identifier and its clause or section; the version and its effective date; the jurisdiction; an applicability predicate stating which projects the rule binds; the numeric level the instrument itself states (rather than one chosen here); and an evidence object recording which document proved the condition and where in it,Regulatory Applicability Record,"5 supported document type(s) currently reach this module: change_order, contract_value, monthly_report, pay_application, schedule_of_values","actualPctComplete, bac",Regulatory Applicability Record,,Regulatory Applicability Record,,,yes: Regulatory Applicability Record,"internal review levels and a band ladder [UNSUPPORTED]. No calibration set exists in this repository: no labelled corpus of project outcomes and no expert reference standard, so no boundary can be fitted or tested.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",no lineage declaration is carried; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,"The shipped arithmetic performs what its name says; the work is the evidence supply above plus the band calibration, not a re-implementation.",,no,no,no,"advisory, non-voting, on the signal ledger with its published claim limit",NEW_PROJECT_DATA_OBJECT,Regulatory Applicability Record,ABSENT,KEEP_AND_SUPPLY,PKG-REG,P1,Run 31,Run 33,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,A-11 binds federal agencies; whether it binds a given project in this platform is exactly the applicability predicate that is missing.
B3.4,EVM Reporting Threshold,B3,Regulatory & Authority Thresholds,B,project,ADVISORY_ONLY,non-voting,METHOD_PASS_CALIBRATION_PENDING,As registered; no proxy qualifier and no truthful-method relabel is carried.,an earned value management reporting-threshold determination at a stated authority and version,DATA,LINEAGE REG CAL VALIDATE,the issuing authority; the instrument identifier and its clause or section; the version and its effective date; the jurisdiction; an applicability predicate stating which projects the rule binds; the numeric level the instrument itself states (rather than one chosen here); and an evidence object recording which document proved the condition and where in it,Regulatory Applicability Record,"5 supported document type(s) currently reach this module: change_order, contract_value, monthly_report, pay_application, schedule_of_values",bac,Regulatory Applicability Record,,Regulatory Applicability Record,,,yes: Regulatory Applicability Record,"internal review levels and a band ladder [UNSUPPORTED]. No calibration set exists in this repository: no labelled corpus of project outcomes and no expert reference standard, so no boundary can be fitted or tested.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",lineage declared as CORRELATED; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,"The shipped arithmetic performs what its name says; the work is the evidence supply above plus the band calibration, not a re-implementation.",,no,no,no,"advisory, non-voting, on the signal ledger with its published claim limit",NEW_PROJECT_DATA_OBJECT,Regulatory Applicability Record,ABSENT,KEEP_AND_SUPPLY,PKG-REG,P1,Run 31,Run 33,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,
B3.5,Contract Modification Frequency,B3,Regulatory & Authority Thresholds,B,project,ADVISORY_ONLY,non-voting,CORRECT_PROXY_ONLY,Published proxy qualifier: a raw modification count; not a frequency without a denominator,contract modification frequency: modifications per unit of exposure time or contract value,DATA,METHOD LINEAGE CAL VALIDATE PARSIMONY,"an exposure window or exposure value, as for A4.6: the period the counted modifications arose in, or the contract value they are counted against",Document Event Denominator,"2 supported document type(s) currently reach this module: change_order, contract_value","baselineContractSum, changeOrderCount",,,Document Event Denominator,,,no,"a joint ladder over a raw modification count and a growth percentage [UNSUPPORTED]. No calibration set exists in this repository: no labelled corpus of project outcomes and no expert reference standard, so no boundary can be fitted or tested.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",lineage declared as SAME_SOURCE_TRANSFORM; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,"The shipped arithmetic performs what its name says; the work is the evidence supply above plus the band calibration, not a re-implementation.",Contract modification count,yes,no,yes: consolidation or removal is a RECOMMENDATION only. Run 27 removes nothing and consolidates nothing.,"advisory, non-voting, on the signal ledger with its published claim limit",EXISTING_DOCUMENT_EXTRACTION,Document Event Denominator Set,PRESENT_NOT_EXTRACTED,CONSOLIDATE_CANDIDATE,PKG-DENOM,P1,Run 31,Run 33,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,"Reads exactly the same two extracted fields as A4.6 Change Order Frequency (baselineContractSum, changeOrderCount) per the authoritative edge list. Two registered modules over one pair of inputs."
B4.1,Multi-Objective Optimization,B4,Decision Optimization,B,project,DISABLED_UNSAFE,non-voting,FUTURE_RESEARCH_ONLY,"Disabled: no objectives, decision variables or feasible set are implemented: nothing. The module is disabled and its formula function is never called","multi-objective optimization over declared objectives, decision variables and a feasible set",DATA,METHOD LINEAGE CAL RESEARCH PARSIMONY,"a set of candidate actions with stable ids and a description of each; the decision variables each action moves, with type, unit and bounds; the objective functions with coefficients and sense (minimise or maximise); the constraint set with coefficient matrix, relation and right-hand side; and the units of every quantity so the model is dimensionally coherent",Objective and Constraint Set,"7 supported document type(s) currently reach this module: commissioning_report, correspondence_notice, field_report, inspection_report, oac_minutes, risk_register, submittal_register",docRiskScore,Decision Alternatives Table plus Objective and Constraint Set,Decision Alternatives Table plus Objective and Constraint Set,Objective and Constraint Set,,,no,"a four band ladder over the quantity the module reports [UNSUPPORTED]. No calibration set exists in this repository: no labelled corpus of project outcomes and no expert reference standard, so no boundary can be fitted or tested.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",no lineage declaration is carried; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,"Build from nothing: the formula function is never called and the module is DISABLED_UNSAFE. A real implementation is a new build, not a rename. NOT AUTHORISED IN RUN 27 and no activation is proposed.","Disabled: no objectives, decision variables or feasible set are implemented",no,yes,yes: whether the truthful name replaces the registered name on the participant surface is an instrument decision.,remains disabled; no activation is proposed by this run,NEW_STRUCTURED_FORM,Decision Alternatives Table plus Objective and Constraint Set,ABSENT,KEEP_RESEARCH_ONLY,PKG-ALTERNATIVES,P3,Run 32,Run 33,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,DISABLED_UNSAFE. A real implementation is a new build and not a rename.
B4.2,Linear Programming,B4,Decision Optimization,B,project,DISABLED_UNSAFE,non-voting,FUTURE_RESEARCH_ONLY,"Disabled: no decision variables, objective or constraints are implemented: nothing. The module is disabled and its formula function is never called","linear programming: decision variables, a linear objective, a constraint matrix with right-hand sides and bounds",DATA,METHOD LINEAGE CAL RESEARCH PARSIMONY,"a set of candidate actions with stable ids and a description of each; the decision variables each action moves, with type, unit and bounds; the objective functions with coefficients and sense (minimise or maximise); the constraint set with coefficient matrix, relation and right-hand side; and the units of every quantity so the model is dimensionally coherent",Objective and Constraint Set,"5 supported document type(s) currently reach this module: change_order, contract_value, monthly_report, pay_application, schedule_of_values","ac, bac, ev",Objective and Constraint Set,Objective and Constraint Set,Objective and Constraint Set,,,no,"a four band ladder over the quantity the module reports [UNSUPPORTED]. No calibration set exists in this repository: no labelled corpus of project outcomes and no expert reference standard, so no boundary can be fitted or tested.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",no lineage declaration is carried; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,"Build from nothing: the formula function is never called and the module is DISABLED_UNSAFE. A real implementation is a new build, not a rename. NOT AUTHORISED IN RUN 27 and no activation is proposed.","Disabled: no decision variables, objective or constraints are implemented",no,yes,yes: whether the truthful name replaces the registered name on the participant surface is an instrument decision.,remains disabled; no activation is proposed by this run,NEW_STRUCTURED_FORM,Objective and Constraint Set,ABSENT,KEEP_RESEARCH_ONLY,PKG-ALTERNATIVES,P3,Run 32,Run 33,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,DISABLED_UNSAFE. Nothing in the corpus is a decision variable.
B4.3,Constraint Satisfaction Analysis,B4,Decision Optimization,B,project,ADVISORY_ONLY,non-voting,CORRECT_PROXY_ONLY,"Published proxy qualifier: an explainable four-rule checklist, not a constraint-satisfaction solver","constraint satisfaction: a constraint network over declared variables and domains, solved for a satisfying assignment",DATA,METHOD LINEAGE CAL VALIDATE PARSIMONY,"declared decision variables with domains, and constraints over them that are not simply threshold tests on already-computed indices",Objective and Constraint Set,"5 supported document type(s) currently reach this module: change_order, contract_value, monthly_report, pay_application, schedule_of_values",bac,Objective and Constraint Set,Objective and Constraint Set,Objective and Constraint Set,,,no,"internal review levels and a band ladder [UNSUPPORTED]. No calibration set exists in this repository: no labelled corpus of project outcomes and no expert reference standard, so no boundary can be fitted or tested.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",lineage declared as CORRELATED; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,"The shipped arithmetic performs what its name says; the work is the evidence supply above plus the band calibration, not a re-implementation.",Four-rule project condition check,no,no,"yes: the served participant surface is frozen and checksummed and the study is mid-sequence, so a rename on the participant surface is an instrument decision for the owner, not a remediation.","advisory, non-voting, on the signal ledger with its published claim limit",NEW_STRUCTURED_FORM,Objective and Constraint Set,ABSENT,RENAME,PKG-ALTERNATIVES,P1,Run 32,Run 33,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,"Answered explicitly for section 8: the truthful checklist reading is the right one, and the rename is the remediation. It also carries a provable arithmetic defect. Of its four rules, 'CPI >= 0.90' logically IMPLIES 'CPI > 0.80', so two of the four items are one cost test, and the satisfaction rate gives cost half the weight while schedule and document risk get a quarter each. That weighting is a consequence of the redundancy rather than a decision."
B4.4,What-If Scenario Matrix,B4,Decision Optimization,B,project,ADVISORY_ONLY,non-voting,CORRECT_PROXY_ONLY,Earned value completion forecast range: computes four completion forecasts by perturbing the cost index and reports the spread between the widest two as a share of budget,"a what-if matrix: candidate actions as rows, scenarios as columns, an outcome in each cell",DATA,METHOD LINEAGE CAL VALIDATE PARSIMONY,"candidate actions with identity (none is carried) and scenario definitions: a set of candidate actions with stable ids and a description of each; the decision variables each action moves, with type, unit and bounds; the objective functions with coefficients and sense (minimise or maximise); the constraint set with coefficient matrix, relation and right-hand side; and the units of every quantity so the model is dimensionally coherent",Decision Alternatives Table plus Scenario Assumption Set,"5 supported document type(s) currently reach this module: change_order, contract_value, monthly_report, pay_application, schedule_of_values","ac, bac, ev",Decision Alternatives Table,Decision Alternatives Table,Decision Alternatives Table plus Scenario Assumption Set,,,no,"a four band ladder over the quantity the module reports [UNSUPPORTED]. No calibration set exists in this repository: no labelled corpus of project outcomes and no expert reference standard, so no boundary can be fitted or tested.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",no lineage declaration is carried; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,"Implement the canonical structure once the evidence exists: candidate actions with identity as the rows and scenarios as the columns. There is one dimension here, not a matrix, and no action is carried. Until then the truthful method label is what the interface, export and methods documentation publish.",Earned value completion forecast range,no,no,yes: whether the truthful name replaces the registered name on the participant surface is an instrument decision.,"advisory, non-voting, on the signal ledger with its published claim limit",NEW_STRUCTURED_FORM,Decision Alternatives Table,ABSENT,KEEP_AS_TRUTHFUL_PROXY,PKG-ALTERNATIVES,P1,Run 32,Run 33,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,"There is one dimension here, not a matrix, and no action is carried."
B4.5,Decision Sensitivity Matrix,B4,Decision Optimization,B,project,DISABLED_UNSAFE,non-voting,FUTURE_RESEARCH_ONLY,Disabled: no decisions and no sensitivities are implemented: nothing. The module is disabled and its formula function is never called,a decision sensitivity matrix: a decision set with declared input ranges and a response evaluated over them,DATA,METHOD LINEAGE CAL RESEARCH PARSIMONY,"a decision set and declared input ranges: a set of candidate actions with stable ids and a description of each; the decision variables each action moves, with type, unit and bounds; the objective functions with coefficients and sense (minimise or maximise); the constraint set with coefficient matrix, relation and right-hand side; and the units of every quantity so the model is dimensionally coherent",Decision Alternatives Table plus Input Range Declaration,"7 supported document type(s) currently reach this module: commissioning_report, correspondence_notice, field_report, inspection_report, oac_minutes, risk_register, submittal_register",docRiskScore,Decision Alternatives Table plus Scenario Assumption Set,Decision Alternatives Table plus Scenario Assumption Set,Decision Alternatives Table plus Input Range Declaration,,,no,"a four band ladder over the quantity the module reports [UNSUPPORTED]. No calibration set exists in this repository: no labelled corpus of project outcomes and no expert reference standard, so no boundary can be fitted or tested.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",no lineage declaration is carried; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,"Build from nothing: the formula function is never called and the module is DISABLED_UNSAFE. A real implementation is a new build, not a rename. NOT AUTHORISED IN RUN 27 and no activation is proposed.",Disabled: no decisions and no sensitivities are implemented,no,yes,yes: whether the truthful name replaces the registered name on the participant surface is an instrument decision.,remains disabled; no activation is proposed by this run,NEW_STRUCTURED_FORM,Decision Alternatives Table plus Scenario Assumption Set,ABSENT,KEEP_RESEARCH_ONLY,PKG-ALTERNATIVES,P3,Run 32,Run 33,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,DISABLED_UNSAFE.
B4.6,Pareto Frontier Analysis,B4,Decision Optimization,B,project,DISABLED_UNSAFE,non-voting,FUTURE_RESEARCH_ONLY,Disabled: no alternative set and no dominance relation are implemented: nothing. The module is disabled and its formula function is never called,"Pareto frontier: a set of alternatives evaluated on two or more objectives, over which dominance is assessed",DATA,METHOD LINEAGE CAL RESEARCH PARSIMONY,"a set of at least two alternatives with their objective values: a set of candidate actions with stable ids and a description of each; the decision variables each action moves, with type, unit and bounds; the objective functions with coefficients and sense (minimise or maximise); the constraint set with coefficient matrix, relation and right-hand side; and the units of every quantity so the model is dimensionally coherent",Decision Alternatives Table,"7 supported document type(s) currently reach this module: commissioning_report, correspondence_notice, field_report, inspection_report, oac_minutes, risk_register, submittal_register",docRiskScore,Decision Alternatives Table,Decision Alternatives Table,Decision Alternatives Table,,,no,"a four band ladder over the quantity the module reports [UNSUPPORTED]. No calibration set exists in this repository: no labelled corpus of project outcomes and no expert reference standard, so no boundary can be fitted or tested.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",no lineage declaration is carried; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,"Build from nothing: the formula function is never called and the module is DISABLED_UNSAFE. A real implementation is a new build, not a rename. NOT AUTHORISED IN RUN 27 and no activation is proposed.",Disabled: no alternative set and no dominance relation are implemented,no,yes,yes: whether the truthful name replaces the registered name on the participant surface is an instrument decision.,remains disabled; no activation is proposed by this run,NEW_STRUCTURED_FORM,Decision Alternatives Table,ABSENT,KEEP_RESEARCH_ONLY,PKG-ALTERNATIVES,P3,Run 32,Run 33,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,DISABLED_UNSAFE. A frontier over a single project is not defined.
B4.7,Regret Minimization Index,B4,Decision Optimization,B,project,ADVISORY_ONLY,non-voting,CORRECT_ABSTENTION,As registered; no proxy qualifier and no truthful-method relabel is carried.,"regret minimization: maximum regret across states of nature for each candidate action, minimised",DATA,LINEAGE VALIDATE,"candidate actions and states of nature with a payoff for each action-state pair: a set of candidate actions with stable ids and a description of each; the decision variables each action moves, with type, unit and bounds; the objective functions with coefficients and sense (minimise or maximise); the constraint set with coefficient matrix, relation and right-hand side; and the units of every quantity so the model is dimensionally coherent; plus the state set with its definition",Decision Alternatives Table plus Scenario Assumption Set,"5 supported document type(s) currently reach this module: change_order, contract_value, monthly_report, pay_application, schedule_of_values",bac,Decision Alternatives Table,Decision Alternatives Table,Decision Alternatives Table plus Scenario Assumption Set,,,no,"no tunable value: the module carries no threshold, weight or boundary of its own. Calibration status: NOT_APPLICABLE.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",no lineage declaration is carried; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,"The shipped arithmetic performs what its name says; the work is the evidence supply above plus the band calibration, not a re-implementation.",,no,no,no,"advisory, non-voting, on the signal ledger with its published claim limit",NEW_STRUCTURED_FORM,Decision Alternatives Table,ABSENT,KEEP_AND_SUPPLY,PKG-ALTERNATIVES,P1,Run 32,Run 33,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,"Abstains today, correctly. Regret is defined over a payoff matrix; there is no action set."
C1.1,Missing Data Index,C1,Data Integrity,C,project,ADVISORY_ONLY,non-voting,METHOD_PASS_CALIBRATION_PENDING,As registered; no proxy qualifier and no truthful-method relabel is carried.,"missing data index: the share of required inputs absent, against a declared required set",LINEAGE,CAL VALIDATE,,,"5 supported document type(s) currently reach this module: change_order, contract_value, monthly_report, pay_application, schedule_of_values",bac,,,,,,no,"a four band ladder over the quantity the module reports [UNSUPPORTED]. No calibration set exists in this repository: no labelled corpus of project outcomes and no expert reference standard, so no boundary can be fitted or tested.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",no lineage declaration is carried; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,No re-implementation required. The remaining work is calibration and empirical validation of the band boundaries.,,no,no,no,"advisory, non-voting, on the signal ledger with its published claim limit",,,PRESENT,KEEP_AND_SUPPLY,PKG-CAL-BANDS,P2,Run 33,Run 31,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,"Measures completeness and therefore has no abstention of its own, correctly. The band ladder is unsourced."
C1.2,Data Timeliness Score,C1,Data Integrity,C,project,ADVISORY_ONLY,non-voting,METHOD_PASS_CALIBRATION_PENDING,As registered; no proxy qualifier and no truthful-method relabel is carried.,data timeliness: the age of each reported figure against a declared freshness requirement,DATA,LINEAGE CAL VALIDATE,"a declared freshness requirement per field: the maximum acceptable age of each figure and the authority for it, so that lateness is measured against a standard rather than a chosen number","Freshness Requirement Declaration (field, maximum age, unit, authority)",0 supported document type(s) currently reach this module: none,none on the authoritative edge list,Reporting Cadence and Freshness Declaration,,"Freshness Requirement Declaration (field, maximum age, unit, authority)",,,no,"a four band ladder over the quantity the module reports [UNSUPPORTED]. No calibration set exists in this repository: no labelled corpus of project outcomes and no expert reference standard, so no boundary can be fitted or tested.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",no lineage declaration is carried; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,"The shipped arithmetic performs what its name says; the work is the evidence supply above plus the band calibration, not a re-implementation.",,no,no,no,"advisory, non-voting, on the signal ledger with its published claim limit",NEW_PROJECT_DATA_OBJECT,Reporting Cadence and Freshness Declaration,ABSENT,KEEP_AND_SUPPLY,PKG-CAT9,P1,Run 31,Run 33,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,"Document dates are extracted, so age is computable; the standard to compare it against is not."
