priority,module_id,module_name,category,scientific_disposition,voting_status,operational_activation,reason_for_priority,required_action,finding_summary
P3,7.11,Picture Fuzzy Sets,7,PARAMETER_PROVENANCE_BLOCKED,non-voting,ADVISORY_ONLY,the operator exists but its parameters lack defensible provenance,Source the degree derivations. The algebra needs no change.,"The formalism is correctly implemented. The positive, neutral and negative degrees are non-negative and sum to at most one across twenty-seven input combinations, and the reported refusal degree is one less the other three exactly as defined. The negative degree rises with document risk. Every degree this module uses is derived from the same cost index, schedule index and document risk score by a piecewise map of literals with no elicitation, calibration or source. That is the general Category 7 position the specification sets out: passing the algebra does not establish that the inputs to the algebra are calibrated. Specifically the breakpoints at 0.85 and 0.95, the cap at 0.95, the document risk multiplier of 0.5, and the neutral degree formed as 0.6 less the other two times 0.3 are all unsourced, and that neutral degree exists only to make the four components fit. No aggregation operator is exercised because there is only ever one picture fuzzy element."
P3,7.12,Hesitant Fuzzy Sets,7,PARAMETER_PROVENANCE_BLOCKED,non-voting,ADVISORY_ONLY,the operator exists but its parameters lack defensible provenance,"Declare the scoring function as a versioned choice, and either elicit genuine hesitant memberships or name the module for the index-spread measure it computes.","The element is a finite set of membership values in nought to one, the reported average is their mean, the reported hesitancy degree is their spread, and two identical indices correctly degenerate to a hesitancy of nought. The scoring function is the arithmetic mean and is not declared anywhere as the selected choice, which specification 7.12 asks for because the mean is not the only canonical option. More substantially the element is manufactured rather than elicited: its three members are the membership of the lower index, of the upper index and of their midpoint, so the third is a deterministic function of the first two and the set carries no information the pair does not. A hesitant fuzzy element represents genuine hesitation among possible memberships, and there is none here."
P3,7.13,Type-2 Fuzzy Sets,7,CORRECT_PROXY_ONLY,non-voting,ADVISORY_ONLY,a coherent transparent indicator published under a name that implies the stronger canonical method,"P3. Name the module for the interval uncertainty proxy it is, or build the inference system with a real type-reduction step.","The footprint of uncertainty is admissible across nine input combinations, its width is the upper less the lower exactly, it widens as the two indices disagree and degenerates to nought when they agree. The interval arithmetic is sound. But the module stores a lower and an upper membership and reports their MIDPOINT as the centroid, and specification 7.13 states in terms that storing an interval and averaging its ends is an interval uncertainty proxy rather than a complete type-2 fuzzy inference system. There is no fuzzification, rule base, inference or type reduction, so the Karnik-Mendel procedure the specification names as the thing to test against a reference implementation is not present to test. The uncertainty multiplier of 2 and the 0.5 half-width are unsourced."
P3,7.16,Spherical Fuzzy Sets,7,PARAMETER_PROVENANCE_BLOCKED,non-voting,ADVISORY_ONLY,the operator exists but its parameters lack defensible provenance,Source the degree derivations. The algebra needs no change and should be the model for the Pythagorean module's repair.,"The formalism is correctly implemented and is the better of the two comparable modules: the renormalisation is applied AFTER the document risk adjustment, so the reported triple is a genuine spherical triple and the identity holds for the numbers a reader is shown, which is exactly what the Pythagorean module fails to do. The constraint holds across twenty-seven input combinations, the non-membership rises with document risk, and the reported score is membership less non-membership. Every degree this module uses is derived from the same cost index, schedule index and document risk score by a piecewise map of literals with no elicitation, calibration or source. That is the general Category 7 position the specification sets out: passing the algebra does not establish that the inputs to the algebra are calibrated. The breakpoints at 0.82 and 0.98, the span of 0.18, the cap at 0.95 and the document risk multiplier of 0.5 have no source."
P3,7.17,Fermatean Fuzzy Sets,7,PARAMETER_PROVENANCE_BLOCKED,non-voting,ADVISORY_ONLY,the operator exists but its parameters lack defensible provenance,"Declare the score operator and the normalisation, add an accuracy function for ties, and source the linear map.","The cubic admissibility constraint holds across twenty-five input combinations and the reported hesitancy is the cube root of one less the two cubes as defined. The specification's admissible and inadmissible pairs were both verified independently. One structural note: the constraint is enforced by a loop that shrinks BOTH degrees by five per cent until the cubes fit, which is an ad hoc repair rather than a declared normalisation and changes the pair's meaning silently, though it does hold the constraint everywhere tested. The score is membership less non-membership, a recognised Fermatean score function, but it is not declared as a selected operator and no accuracy function exists to break ties. Every degree this module uses is derived from the same cost index, schedule index and document risk score by a piecewise map of literals with no elicitation, calibration or source. That is the general Category 7 position the specification sets out: passing the algebra does not establish that the inputs to the algebra are calibrated."
P3,7.3,Neutrosophic Logic,7,PARAMETER_PROVENANCE_BLOCKED,non-voting,ADVISORY_ONLY,the operator exists but its parameters lack defensible provenance,"Declare the neutrosophic variant and the aggregation operator, and source the component derivations, before any reliance is placed on the output.","The domain each component must lie in is respected and the defining property, that truth, indeterminacy and falsity need not sum to one, is correctly not enforced as a constraint. Worse evidence moves the reading adversely and an empty evidence set abstains. Every degree this module uses is derived from the same cost index, schedule index and document risk score by a piecewise map of literals with no elicitation, calibration or source. That is the general Category 7 position the specification sets out: passing the algebra does not establish that the inputs to the algebra are calibrated. Specifically: the triples are literals keyed off thresholds, no neutrosophic variant is named, no interpretation of the indeterminacy component is stated, and no aggregation operator is declared. The specification warns against fabricating indeterminacy as a convenient residual unless the selected formulation defines it, and no formulation is selected."
P3,7.4,Interval Fuzzy Sets,7,PARAMETER_PROVENANCE_BLOCKED,non-voting,ADVISORY_ONLY,the operator exists but its parameters lack defensible provenance,"Source the interval half-widths from a stated measurement-uncertainty model, or state that they are an owner policy choice.","The standard min and max operators are used and reproduce the specification's worked intersection and union. Every interval production reports is admissible, with its lower bound at or below its upper and both inside nought to one, and the reported uncertainty width is never negative. With no indices the module abstains. What blocks it is that the interval half-widths, 0.02 for earned value and 0.01 for actual cost, are two literals applied to every project, and they are the ENTIRE content of the interval: without them the method reduces to an ordinary fuzzy set. The membership functions' breakpoints at 0.85, 0.92, 0.97 and 0.98 are equally unsourced. Specification 7.4 requires membership widths to carry provenance or calibration."
P3,7.5,Z-numbers,7,PARAMETER_PROVENANCE_BLOCKED,non-voting,ADVISORY_ONLY,the operator exists but its parameters lack defensible provenance,"Source the reliability values and document the reduction from the fuzzy pair to the weighted vote, or classify the module as a proxy.","Both components survive the input contract, which is the first thing specification 7.5 asks: every signal carries a restriction and a reliability, and changing a restriction with its reliability fixed moves that reliability between the weighted totals. The average reliability lies inside the range of the individual values and an empty signal set abstains. But the reliabilities are four literals, 0.85, 0.90, 0.65 and 0.88, applied to every project in every period, and the reliability component is exactly what distinguishes a Z-number from an ordinary value, so the method's distinguishing feature is unevidenced. The implementation is a reliability-weighted vote over three states rather than a fuzzy restriction paired with a fuzzy reliability, which the specification permits only where the published reduction is documented, and none is cited."
P3,7.6,PLTS,7,PARAMETER_PROVENANCE_BLOCKED,non-voting,ADVISORY_ONLY,the operator exists but its parameters lack defensible provenance,Elicit or calibrate the linguistic probabilities and declare the term set and operator as versioned choices.,"The admissibility rules were verified independently: probabilities are non-negative, a set summing above one is rejected, a degenerate one-term set scores that term, and the representation is permutation invariant. Every literal triple in the module is a proper distribution over its ordered term set and worse evidence moves the reading adversely. The block is exactly the one specification 7.6 names in those words: hard-coded linguistic masses without elicitation or calibration. The ordered term set, the normalisation rule and the aggregation operator are all internal and none is declared as a versioned choice."
P3,7.8,Belief Rule Base,7,PARAMETER_PROVENANCE_BLOCKED,non-voting,ADVISORY_ONLY,the operator exists but its parameters lack defensible provenance,Source the belief degrees and rule weights and version the rule base. Decide whether the evidential reasoning operator is required given that only one rule ever fires.,"The specification's own oracle passes against production: with exactly one rule matched the reported beliefs equal that rule's consequent distribution exactly. A rule base in which no rule activates abstains, rather than a fallback rule supplying a near-uniform mass and a colour drawn from it. The reported degrees remain a distribution and the matched rules are reported by identity. Two structural observations: the eight rules are mutually exclusive on their antecedents, verified across eighteen input combinations, so exactly one ever fires and the aggregation is never exercised in production; and the aggregation implemented is an activation-weighted average rather than the evidential reasoning operator. Every degree this module uses is derived from the same cost index, schedule index and document risk score by a piecewise map of literals with no elicitation, calibration or source. That is the general Category 7 position the specification sets out: passing the algebra does not establish that the inputs to the algebra are calibrated. No antecedent reference value, attribute weight or rule-base version is declared."
P3,8.5,Contract Modification Frequency,8,CORRECT_PROXY_ONLY,non-voting,ADVISORY_ONLY,a coherent transparent indicator published under a name that implies the stronger canonical method,"P3. Note the duplication with the Category 4 module explicitly so the two are not read as independent evidence. If governance is wanted, carry the authority evidence.","The counts and the scope growth are exact, the reading worsens monotonically as modifications accumulate, the two triggers are independent so scope growth alone can raise it, and a zero baseline contract sum yields no growth percentage rather than a division. But nothing about modification GOVERNANCE is represented: no authorised contracting officer, no modification type, no written instrument, no effective date and no approvals. FAR 43.102 governs authority and instrument and states no threshold count of modifications. Specification 8.5 states that where the module only counts changes the disposition is a transparent proxy, with the duplication against the Category 4 change order frequency module noted, and that duplication is real: the same change order count feeds both, so one body of evidence is reported twice under two names. The counts at three, six and ten and the growth boundaries have no source."
P3,8.6,Quality Compliance Index,8,CORRECT_PROXY_ONLY,non-voting,ADVISORY_ONLY,a coherent transparent indicator published under a name that implies the stronger canonical method,P2. Carry requirement identity and make critical exceptions noncompensatory. Source the bands or convert them to owner policy.,"The guards here are among the best in the instrument and all hold. The inspected count is not defaulted, so a project that uploaded no inspection report receives no fabricated denominator. The deficiency count is not substituted for the failed count, since a deficiency noted in a field report is not an inspection lot that failed. More failures than inspections is refused rather than producing a percentage outside its domain, an audited score outside nought to a hundred is refused, and with no inspected pair the pass rate is reported as absent rather than substituted. The rate reproduces the specification's ninety-two per cent exactly. What falls short of the canonical method: the denominator is inspected ITEMS rather than applicable assessed contract quality REQUIREMENTS, no requirement identity exists, and deficiencies are displayed beside the score without being noncompensatory, so a project at a high pass rate with a critical exception is not distinguished from one without. The bands have no source."
P3,9.1,Missing Data Index,9,CORRECT_PROXY_ONLY,non-voting,ADVISORY_ONLY,a coherent transparent indicator published under a name that implies the stronger canonical method,P2. Derive the required-field set from the modules actually active on the project so an inapplicable field is not scored as missing. Source the four bands.,"The arithmetic is exact and the rule that matters most is correctly implemented: a field holding zero counts as present, because zero is a value and null is not, which was verified on a project reporting zero on every core field. Completeness falls monotonically as fields are removed, the counts reconcile to the total, and an empty input is reported as nought per cent rather than abstained on, which is right because the absence IS the evidence here. What is missing is applicability: the denominator is a fixed list of eleven fields applied identically to every project, where specification 9.1 requires the applicable required fields to be derived from the active module contract and states that not-applicable fields must not be counted missing."
P3,9.3,Source Reliability Weighting,9,PARAMETER_PROVENANCE_BLOCKED,non-voting,ADVISORY_ONLY,the operator exists but its parameters lack defensible provenance,P3. Version and source every weight. Correct the unknown-type default so an unrecognised source does not outrank a known-weak one.,"The monotonicity specification 9.3 names is satisfied: replacing a derived field with a measured one raises reliability, derived fields are counted and reported separately, and reliability does not depend on the size of the budget, which the specification calls out as nonsensical. Sources with no document type abstain rather than being assigned a weight. But the twelve source-class weights from 0.40 to 0.95 are literals with no version, no source and no derivation, and they are the entire content of the measure since the output is their mean. A second finding: an entirely unrecognised document type falls to a default of 0.50, ABOVE the 0.40 the instrument gives a field it knows to be derived, so relabelling a derived field with an unrecognised string raises its assessed reliability. Reliability is also assessed from document TYPE alone, never from verification status, provenance completeness or corroboration."
P3,9.5,Information Completeness Ratio,9,CORRECT_PROXY_ONLY,non-voting,ADVISORY_ONLY,a coherent transparent indicator published under a name that implies the stronger canonical method,P3. OWNER DECISION on whether package coverage should be measured over evidence components rather than fields. Disclose the shared lineage with the missing data index either way.,"The module is NOT a pure duplicate of the missing data index: it adds a measured against estimated split, so a field sourced from a derived value cannot pass for one read from a document, and that property was verified. Measured, estimated and missing are reported separately and reconcile to the total. But its nineteen-field list CONTAINS the missing data index's eleven fields as a subset, so the two scores move together by construction and must not be treated as independent readings of evidence quality. And it counts FIELDS where specification 9.5 asks how much of the applicable evidence PACKAGE is present and assessed; no evidence component is represented anywhere. The specification's alternative dispositions for this module are label mismatch or owner decision if it merely duplicates the missing data index, and it does more than that, so the honest reading is a transparent proxy for package coverage."
P3,PH.1,Isolation Forest,PH,METHOD_PASS_CALIBRATION_PENDING,non-voting,ADVISORY_ONLY,the operator is correct and a tunable parameter or band still lacks calibration,P2: state the minimum feature variance below which the detector abstains; record that cross-project score comparison is not supported.,"Run 15's claim was checked rather than believed, and it holds. This is a genuine isolation forest: random attribute, split drawn uniformly between the observed minimum and maximum, height limit at the log of the subsample, external-node path-length correction, ensemble mean and the canonical score transform, all verified against an independently computed c(n) using the EXACT harmonic number. The normaliser sits below the exact value by the documented amount, because production uses the paper's own ln plus gamma estimate, and the direction of that deviation was checked too. The scored project is excluded from its own reference cohort. On continuously distributed features one forest ranks a planted anomaly well above a central inlier, and the inlier sits below the one-half no-anomaly level the paper states. Scores reproduce exactly and move under a different seed. TWO LIMITS FOUND. On a degenerate cohort, where document risk and progress are constant and the cost index takes three distinct values, an extreme outlier and a central inlier receive the SAME score, because splits are drawn between the reference minimum and maximum so an out-of-range point can never be separated by one split. And because each project is scored against a forest that excludes itself, two projects' scores come from different forests and are not strictly comparable. The 0.576 threshold was frozen on synthetic data and was NOT retuned by this run."
P3,PH.2,Portfolio Outlier Detection,PH,CORRECT_PROXY_ONLY,non-voting,ADVISORY_ONLY,a coherent transparent indicator published under a name that implies the stronger canonical method,"P2: calibrate or declare as owner policy the 0.15, 0.30 and 0.45 bands.","A percentile rank on cost and schedule performance, recomputed independently and matching. The declared orientation is performance rather than risk, so the worst project takes the lowest rank, and the extreme project does land in the most extreme tail. A better-performing project takes a higher rank, the rank is bounded, it is invariant to cohort order, and a cohort below the declared minimum is refused. The module already carries a proxy qualifier stating it is an empirical percentile rank rather than a trained model, which is the honest label. Its bands are uncalibrated and its small-n behaviour is unvalidated, which the qualifier also says."
P3,PH.3,Signal Trajectory Classifier,PH,CORRECT_PROXY_ONLY,non-voting,ADVISORY_ONLY,a coherent transparent indicator published under a name that implies the stronger canonical method,P2: source or declare as owner policy the 0.01 and 0.03 band edges.,"The slope is computed over INTERVALS rather than observations and matches an independent least-squares slope on the specification's own worked series at minus 0.1 per period. The trap the specification warns about, dividing an endpoint change by the number of observations, is not present: the Run-14 correction holds. A flat history gives exactly zero, reversing the series exactly reverses the sign, a deteriorating slope is classified adversely, and the module abstains BY ABSENCE rather than showing a colour when there is no usable history or only one observation. It is a deterministic thresholded slope and is not a learned classifier; no surface should call it one. Its bands have no source."
P3,PH.4,Cross-project Pattern Detector,PH,OWNER_DECISION_REQUIRED,non-voting,ADVISORY_ONLY,the literature permits alternatives and no governed choice has been made,"OWNER DECISION: define the pattern this module is meant to detect, the features it spans and the radius, or rename it a near-neighbour count.","The structural oracles hold: an identical project is matched, a uniformly distant cohort yields no match, the result is invariant to cohort order, and matching a healthy peer correctly reports Green rather than implying distress, which was the Run-14 correction. But there is no explicit pattern definition. The similarity operator is a bare Euclidean distance under a literal radius of 0.15 with no provenance and no threshold field on the result, and it silently ignores the FOURTH feature of the declared four-element vector, so the declared feature vector and the operator's domain disagree. The specification directs this case to owner decision rather than to a scientific verdict."
FUTURE,7.20,Hypersoft Sets,7,FUTURE_RESEARCH_ONLY,non-voting,ADVISORY_ONLY,the formalism is testable but incremental value is not established and the module stays disabled,"Remains disabled and non-voting. Enumerate the full Cartesian product and abstain on any missing tuple before any further work, and establish incremental value separately.","Concept-only and short-circuited before its formula. The specification's critical test for this module is that every tuple of the Cartesian product be explicit and that a missing tuple produce explicit incompleteness rather than a default, and the formula the module would run fails it directly: the attribute space is three attributes of three values each, so twenty-seven tuples are required, the lookup table carries fewer, and the lookup is a dictionary get with a DEFAULT OF 0.35 for anything absent. A combination the table never defined is therefore indistinguishable from one deliberately scored at 0.35, and 0.35 bands Amber. Every value in the table is an unsourced literal. The oracle enumerates the product and reports incompleteness explicitly, which is what the method requires. The module is disabled, so this is latent rather than operating."
FUTURE,7.7,Plithogenic Sets,7,FUTURE_RESEARCH_ONLY,non-voting,ADVISORY_ONLY,the formalism is testable but incremental value is not established and the module stays disabled,"Remains disabled and non-voting. Select and cite a published plithogenic operator before any further work, and establish incremental value separately.","Concept-only and short-circuited before its formula, verified on a complete input. The formula it would run weights each attribute by its appurtenance degree times one minus half its contradiction degree and sums by state. No published plithogenic operator is named, so there is no limiting case to check, and specification 7.7 states that a generic weighted fuzzy average is not sufficient. No dominant attribute value is declared and no dissimilarity between attribute values is represented; the contradiction degrees are literals assigned by state. The independent oracle implements an operator whose contradiction-degree endpoints ARE checkable and were checked, which is the contrast. Even were the algebra correct, the specification holds this module at future research only until incremental value is established."
FUTURE,7.9,Quantum Probability,7,FUTURE_RESEARCH_ONLY,non-voting,ADVISORY_ONLY,the formalism is testable but incremental value is not established and the module stays disabled,Remains disabled and non-voting. A context or order-effect model would have to exist before the formalism could mean anything here.,"Concept-only and short-circuited before its formula. The Born rule was applied independently to the specification's equal superposition, reproducing one half, and a genuine order effect was demonstrated from two noncommuting projectors. Production has none of that structure: the formula it would run averages three hard-coded probabilities, takes square roots as amplitudes, forms a phase angle from the COUNT of signals above one half, and adds a cosine interference term scaled by an uncited 0.3. Specification 7.9 states in terms that a cosine interference heuristic on the indices without Hilbert-space event structure is not canonical quantum probability. The resulting probabilities are clamped into nought to one, which is itself a sign the construction does not guarantee a distribution. The specification holds this at future research only until a real project-manager context or order-effect construct exists."
